,month,default_value,user_id
168,2013-08-01,0,848956
169,2013-07-01,0,848956
170,2013-06-01,0,848956
171,2013-05-01,0,848956
172,2013-04-01,0,848956
173,2013-03-01,0,848956
174,2013-02-01,0,848956
175,2013-01-01,0,848956
176,2013-11-01,0,848992
177,2013-10-01,0,848992
178,2013-09-01,0,848992
179,2013-08-01,0,848992
180,2013-07-01,0,848992
181,2013-06-01,0,848992
182,2013-05-01,0,848992
183,2013-04-01,0,848992
184,2013-03-01,0,848992
185,2013-02-01,0,848992
186,2013-01-01,0,848992
187,2013-11-01,0,871938
188,2013-10-01,0,871938
189,2013-09-01,0,871938
190,2013-08-01,0,871938
191,2013-07-01,0,871938
192,2013-06-01,0,871938
193,2013-05-01,0,871938
194,2013-04-01,0,871938
195,2013-03-01,0,871938
196,2013-02-01,0,871938
197,2013-01-01,0,871938
198,2013-11-01,0,871941
199,2013-10-01,0,871941
200,2013-09-01,0,871941
201,2013-08-01,0,871941
202,2013-07-01,0,871941
203,2013-06-01,0,871941
204,2013-05-01,0,871941
205,2013-04-01,0,871941
206,2013-03-01,0,871941
207,2013-02-01,0,871941
208,2013-01-01,0,871941
209,2013-11-01,0,872047
210,2013-10-01,0,872047
211,2013-09-01,0,872047
212,2013-08-01,0,872047
213,2013-07-01,0,872047
214,2013-06-01,0,872047
215,2013-05-01,0,872047
216,2013-04-01,0,872047
217,2013-03-01,0,872047
218,2013-02-01,0,872047
219,2013-01-01,0,872047
220,2013-11-01,0,876013
221,2013-10-01,0,876013
222,2013-09-01,0,876013
223,2013-08-01,0,876013
224,2013-07-01,0,876013
225,2013-06-01,0,876013
226,2013-05-01,0,876013
227,2013-04-01,0,876013
228,2013-03-01,0,876013
229,2013-02-01,0,876013
230,2013-01-01,0,876013
231,2013-11-01,0,876029
232,2013-10-01,0,876029
233,2013-09-01,0,876029
234,2013-08-01,0,876029
235,2013-07-01,0,876029
236,2013-06-01,1,876029
237,2013-05-01,1,876029
238,2013-04-01,1,876029
239,2013-03-01,1,876029
240,2013-02-01,1,876029
241,2013-01-01,0,876029
242,2013-11-01,1,876068
243,2013-10-01,0,876068
244,2013-09-01,0,876068
245,2013-08-01,0,876068
246,2013-07-01,0,876068
247,2013-06-01,0,876068
248,2013-05-01,0,876068
249,2013-04-01,0,876068
250,2013-03-01,0,876068
251,2013-02-01,1,876068
252,2013-01-01,1,876068
253,2013-11-01,0,876079
254,2013-10-01,0,876079
255,2013-09-01,0,876079
256,2013-08-01,0,876079
257,2013-07-01,0,876079
258,2013-06-01,0,876079
259,2013-05-01,0,876079
260,2013-04-01,0,876079
261,2013-03-01,0,876079
262,2013-02-01,0,876079
263,2013-01-01,0,876079
264,2013-11-01,0,876086
265,2013-10-01,0,876086
266,2013-09-01,0,876086
267,2013-08-01,0,876086
268,2013-07-01,0,876086
269,2013-06-01,0,876086
270,2013-05-01,0,876086
271,2013-04-01,0,876086
272,2013-03-01,0,876086
273,2013-02-01,0,876086
274,2013-01-01,0,876086
275,2013-11-01,0,891627
276,2013-10-01,0,891627
277,2013-09-01,0,891627
278,2013-08-01,0,891627
279,2013-07-01,0,891627
280,2013-06-01,0,891627
281,2013-05-01,0,891627
282,2013-04-01,0,891627
283,2013-03-01,0,891627
284,2013-02-01,0,891627
285,2013-01-01,0,891627
286,2013-11-01,0,899726
287,2013-10-01,0,899726
288,2013-09-01,0,899726
289,2013-08-01,0,899726
290,2013-07-01,0,899726
291,2013-06-01,0,899726
292,2013-05-01,0,899726
293,2013-04-01,0,899726
294,2013-03-01,0,899726
295,2013-02-01,0,899726
296,2013-01-01,0,899726
297,2013-11-01,0,900084
298,2013-10-01,0,900084
299,2013-09-01,0,900084
300,2013-08-01,0,900084
301,2013-07-01,0,900084
302,2013-06-01,0,900084
303,2013-05-01,0,900084
304,2013-04-01,0,900084
305,2013-03-01,0,900084
306,2013-02-01,0,900084
307,2013-01-01,0,900084
308,2013-11-01,0,900094
309,2013-10-01,0,900094
310,2013-09-01,0,900094
311,2013-08-01,0,900094
312,2013-07-01,0,900094
313,2013-06-01,0,900094
314,2013-05-01,0,900094
315,2013-04-01,0,900094
316,2013-03-01,0,900094
317,2013-02-01,0,900094
318,2013-01-01,0,900094
319,2013-11-01,0,910191
320,2013-10-01,0,910191
321,2013-09-01,0,910191
322,2013-08-01,0,910191
323,2013-07-01,0,910191
324,2013-06-01,0,910191
325,2013-05-01,0,910191
326,2013-04-01,0,910191
327,2013-03-01,0,910191
328,2013-02-01,0,910191
329,2013-01-01,0,910191
330,2013-11-01,0,910473
331,2013-10-01,0,910473
332,2013-09-01,0,910473
333,2013-08-01,0,910473
334,2013-07-01,0,910473
335,2013-06-01,0,910473
336,2013-05-01,0,910473
337,2013-04-01,0,910473
338,2013-03-01,0,910473
339,2013-02-01,0,910473
340,2013-01-01,0,910473
341,2013-11-01,3,910474
342,2013-10-01,2,910474
343,2013-09-01,1,910474
344,2013-08-01,0,910474
345,2013-07-01,0,910474
346,2013-06-01,0,910474
347,2013-05-01,0,910474
348,2013-04-01,0,910474
349,2013-03-01,0,910474
350,2013-02-01,0,910474
351,2013-01-01,0,910474
352,2013-11-01,0,921005
353,2013-10-01,0,921005
354,2013-09-01,0,921005
355,2013-08-01,0,921005
356,2013-07-01,0,921005
357,2013-06-01,0,921005
358,2013-05-01,0,921005
359,2013-04-01,0,921005
360,2013-03-01,0,921005
361,2013-02-01,0,921005
362,2013-01-01,0,921005
363,2013-11-01,3,925162
364,2013-10-01,3,925162
365,2013-09-01,2,925162
366,2013-08-01,2,925162
367,2013-07-01,2,925162
368,2013-06-01,3,925162
369,2013-05-01,2,925162
370,2013-04-01,1,925162
371,2013-03-01,3,925162
372,2013-02-01,3,925162
373,2013-01-01,2,925162
374,2013-11-01,0,938668
375,2013-10-01,0,938668
376,2013-09-01,0,938668
377,2013-08-01,0,938668
378,2013-07-01,0,938668
379,2013-06-01,0,938668
380,2013-05-01,0,938668
381,2013-04-01,0,938668
382,2013-03-01,0,938668
383,2013-02-01,0,938668
384,2013-01-01,0,938668
385,2013-11-01,0,953183
386,2013-10-01,0,953183
387,2013-09-01,0,953183
388,2013-08-01,0,953183
389,2013-07-01,0,953183
390,2013-06-01,0,953183
391,2013-05-01,0,953183
392,2013-04-01,0,953183
393,2013-03-01,0,953183
394,2013-02-01,1,953183
395,2013-01-01,2,953183
396,2013-11-01,0,954343
397,2013-10-01,0,954343
398,2013-09-01,0,954343
399,2013-08-01,0,954343
400,2013-07-01,0,954343
401,2013-06-01,0,954343
402,2013-05-01,0,954343
403,2013-04-01,0,954343
404,2013-03-01,0,954343
405,2013-02-01,0,954343
406,2013-01-01,0,954343
407,2013-11-01,0,958230
408,2013-10-01,0,958230
409,2013-09-01,0,958230
410,2013-08-01,0,958230
411,2013-07-01,0,958230
412,2013-06-01,0,958230
413,2013-05-01,0,958230
414,2013-04-01,0,958230
415,2013-03-01,0,958230
416,2013-02-01,0,958230
417,2013-01-01,0,958230
418,2013-11-01,0,966143
419,2013-10-01,0,966143
420,2013-09-01,0,966143
421,2013-08-01,0,966143
422,2013-07-01,0,966143
423,2013-06-01,0,966143
424,2013-05-01,0,966143
425,2013-04-01,0,966143
426,2013-03-01,0,966143
427,2013-02-01,0,966143
428,2013-01-01,0,966143
429,2013-11-01,0,969275
430,2013-10-01,0,969275
431,2013-09-01,0,969275
432,2013-08-01,0,969275
433,2013-07-01,0,969275
434,2013-06-01,0,969275
435,2013-05-01,0,969275
436,2013-04-01,0,969275
437,2013-03-01,0,969275
438,2013-02-01,0,969275
439,2013-01-01,0,969275
440,2013-11-01,0,970375
441,2013-10-01,0,970375
442,2013-09-01,0,970375
443,2013-08-01,0,970375
444,2013-07-01,0,970375
445,2013-06-01,0,970375
446,2013-05-01,0,970375
447,2013-04-01,0,970375
448,2013-03-01,0,970375
449,2013-02-01,0,970375
450,2013-01-01,0,970375
451,2013-11-01,0,970738
452,2013-10-01,0,970738
453,2013-09-01,0,970738
454,2013-08-01,0,970738
455,2013-07-01,0,970738
456,2013-06-01,0,970738
457,2013-05-01,0,970738
458,2013-04-01,0,970738
459,2013-03-01,0,970738
460,2013-02-01,0,970738
461,2013-01-01,0,970738
462,2013-11-01,0,972022
463,2013-10-01,0,972022
464,2013-09-01,0,972022
465,2013-08-01,0,972022
466,2013-07-01,0,972022
467,2013-06-01,0,972022
468,2013-05-01,0,972022
469,2013-04-01,0,972022
470,2013-03-01,0,972022
471,2013-02-01,0,972022
472,2013-01-01,0,972022
473,2013-11-01,5,991191
474,2013-10-01,5,991191
475,2013-09-01,5,991191
476,2013-08-01,5,991191
477,2013-07-01,5,991191
478,2013-06-01,5,991191
479,2013-05-01,5,991191
480,2013-04-01,5,991191
481,2013-03-01,5,991191
482,2013-02-01,5,991191
483,2013-01-01,5,991191
484,2013-11-01,0,991214
485,2013-10-01,0,991214
486,2013-09-01,0,991214
487,2013-08-01,0,991214
488,2013-07-01,0,991214
489,2013-06-01,0,991214
490,2013-05-01,0,991214
491,2013-04-01,0,991214
492,2013-03-01,0,991214
493,2013-02-01,0,991214
494,2013-01-01,0,991214
495,2013-11-01,0,993949
496,2013-10-01,0,993949
497,2013-09-01,0,993949
498,2013-08-01,0,993949
499,2013-07-01,1,993949
500,2013-06-01,0,993949
501,2013-05-01,0,993949
502,2013-04-01,0,993949
503,2013-03-01,0,993949
504,2013-02-01,0,993949
505,2013-01-01,0,993949
506,2013-11-01,0,1017582
507,2013-10-01,0,1017582
508,2013-09-01,0,1017582
509,2013-08-01,0,1017582
510,2013-07-01,0,1017582
511,2013-06-01,0,1017582
512,2013-05-01,0,1017582
513,2013-04-01,0,1017582
514,2013-03-01,0,1017582
515,2013-02-01,0,1017582
516,2013-01-01,0,1017582
517,2013-11-01,0,1017758
518,2013-10-01,0,1017758
519,2013-09-01,0,1017758
520,2013-08-01,0,1017758
521,2013-07-01,0,1017758
522,2013-06-01,0,1017758
523,2013-05-01,0,1017758
524,2013-04-01,0,1017758
525,2013-03-01,0,1017758
526,2013-02-01,0,1017758
527,2013-01-01,0,1017758
528,2013-11-01,0,1017856
529,2013-10-01,0,1017856
530,2013-09-01,0,1017856
531,2013-08-01,0,1017856
532,2013-07-01,0,1017856
533,2013-06-01,0,1017856
534,2013-05-01,0,1017856
535,2013-04-01,0,1017856
536,2013-03-01,0,1017856
537,2013-02-01,0,1017856
538,2013-01-01,0,1017856
539,2013-11-01,0,1019479
540,2013-10-01,0,1019479
541,2013-09-01,0,1019479
542,2013-08-01,0,1019479
543,2013-07-01,0,1019479
544,2013-06-01,0,1019479
545,2013-05-01,0,1019479
546,2013-04-01,0,1019479
547,2013-03-01,0,1019479
548,2013-02-01,0,1019479
549,2013-01-01,0,1019479
550,2013-11-01,0,1036903
551,2013-10-01,0,1036903
552,2013-09-01,0,1036903
553,2013-08-01,0,1036903
554,2013-07-01,0,1036903
555,2013-06-01,0,1036903
556,2013-05-01,0,1036903
557,2013-04-01,0,1036903
558,2013-03-01,0,1036903
559,2013-02-01,0,1036903
560,2013-01-01,0,1036903
561,2013-11-01,0,1049227
562,2013-10-01,0,1049227
563,2013-09-01,0,1049227
564,2013-08-01,0,1049227
565,2013-07-01,0,1049227
566,2013-06-01,0,1049227
567,2013-05-01,0,1049227
568,2013-04-01,0,1049227
569,2013-03-01,0,1049227
570,2013-02-01,0,1049227
571,2013-01-01,0,1049227
572,2013-11-01,0,1057602
573,2013-10-01,0,1057602
574,2013-09-01,0,1057602
575,2013-08-01,1,1057602
576,2013-07-01,1,1057602
577,2013-06-01,3,1057602
578,2013-05-01,3,1057602
579,2013-04-01,2,1057602
580,2013-03-01,1,1057602
581,2013-02-01,1,1057602
582,2013-01-01,0,1057602
583,2013-11-01,0,1062735
584,2013-10-01,0,1062735
585,2013-09-01,0,1062735
586,2013-08-01,0,1062735
587,2013-07-01,0,1062735
588,2013-06-01,0,1062735
589,2013-05-01,0,1062735
590,2013-04-01,0,1062735
591,2013-03-01,0,1062735
592,2013-02-01,0,1062735
593,2013-01-01,0,1062735
594,2013-11-01,1,1062879
595,2013-10-01,1,1062879
596,2013-09-01,0,1062879
597,2013-08-01,0,1062879
598,2013-07-01,1,1062879
599,2013-06-01,0,1062879
600,2013-05-01,0,1062879
601,2013-04-01,0,1062879
602,2013-03-01,0,1062879
603,2013-02-01,0,1062879
604,2013-01-01,0,1062879
605,2013-11-01,0,1064634
606,2013-10-01,0,1064634
607,2013-09-01,0,1064634
608,2013-08-01,0,1064634
609,2013-07-01,0,1064634
610,2013-06-01,0,1064634
611,2013-05-01,0,1064634
612,2013-04-01,0,1064634
613,2013-03-01,0,1064634
614,2013-02-01,0,1064634
615,2013-01-01,0,1064634
616,2013-11-01,0,811797
617,2013-10-01,0,811797
618,2013-09-01,0,811797
619,2013-08-01,0,811797
620,2013-07-01,0,811797
621,2013-06-01,0,811797
622,2013-05-01,0,811797
623,2013-04-01,1,811797
624,2013-03-01,0,811797
625,2013-02-01,0,811797
626,2013-01-01,0,811797
627,2013-11-01,17,812032
628,2013-10-01,16,812032
629,2013-09-01,15,812032
630,2013-08-01,14,812032
631,2013-07-01,13,812032
632,2013-06-01,12,812032
633,2013-05-01,11,812032
634,2013-04-01,10,812032
635,2013-03-01,9,812032
636,2013-02-01,8,812032
637,2013-01-01,7,812032
638,2013-11-01,0,834060
639,2013-10-01,0,834060
640,2013-09-01,0,834060
641,2013-08-01,0,834060
642,2013-07-01,0,834060
643,2013-06-01,0,834060
644,2013-05-01,0,834060
645,2013-04-01,0,834060
646,2013-03-01,0,834060
647,2013-02-01,0,834060
648,2013-01-01,0,834060
649,2013-11-01,0,836770
650,2013-10-01,0,836770
651,2013-09-01,0,836770
652,2013-08-01,0,836770
653,2013-07-01,0,836770
654,2013-06-01,0,836770
655,2013-05-01,0,836770
656,2013-04-01,0,836770
657,2013-03-01,0,836770
658,2013-02-01,0,836770
659,2013-01-01,0,836770
660,2013-11-01,1,844498
661,2013-10-01,0,844498
662,2013-09-01,0,844498
663,2013-08-01,0,844498
664,2013-07-01,0,844498
665,2013-06-01,0,844498
666,2013-05-01,0,844498
667,2013-04-01,0,844498
668,2013-03-01,0,844498
669,2013-02-01,0,844498
670,2013-01-01,0,844498
671,2013-11-01,0,874258
672,2013-10-01,0,874258
673,2013-09-01,0,874258
674,2013-08-01,0,874258
675,2013-07-01,0,874258
676,2013-06-01,0,874258
677,2013-05-01,0,874258
678,2013-04-01,0,874258
679,2013-03-01,0,874258
680,2013-02-01,0,874258
681,2013-01-01,0,874258
682,2013-11-01,0,876037
683,2013-10-01,0,876037
684,2013-09-01,0,876037
685,2013-08-01,0,876037
686,2013-07-01,0,876037
687,2013-06-01,0,876037
688,2013-05-01,0,876037
689,2013-04-01,0,876037
690,2013-03-01,0,876037
691,2013-02-01,0,876037
692,2013-01-01,0,876037
693,2013-11-01,0,876436
694,2013-10-01,0,876436
695,2013-09-01,0,876436
696,2013-08-01,0,876436
697,2013-07-01,0,876436
698,2013-06-01,0,876436
699,2013-05-01,0,876436
700,2013-04-01,0,876436
701,2013-03-01,0,876436
702,2013-02-01,0,876436
703,2013-01-01,0,876436
704,2013-11-01,0,887839
705,2013-10-01,0,887839
706,2013-09-01,0,887839
707,2013-08-01,0,887839
708,2013-07-01,0,887839
709,2013-06-01,0,887839
710,2013-05-01,0,887839
711,2013-04-01,0,887839
712,2013-03-01,0,887839
713,2013-02-01,0,887839
714,2013-01-01,1,887839
715,2013-11-01,1,904082
716,2013-10-01,1,904082
717,2013-09-01,1,904082
718,2013-08-01,0,904082
719,2013-07-01,0,904082
720,2013-06-01,0,904082
721,2013-05-01,0,904082
722,2013-04-01,0,904082
723,2013-03-01,0,904082
724,2013-02-01,0,904082
725,2013-01-01,0,904082
726,2013-11-01,0,908873
727,2013-10-01,0,908873
728,2013-09-01,0,908873
729,2013-08-01,0,908873
730,2013-07-01,0,908873
731,2013-06-01,0,908873
732,2013-05-01,0,908873
733,2013-04-01,0,908873
734,2013-03-01,0,908873
735,2013-02-01,0,908873
736,2013-01-01,0,908873
737,2013-11-01,4,912814
738,2013-10-01,5,912814
739,2013-09-01,4,912814
740,2013-08-01,3,912814
741,2013-07-01,3,912814
742,2013-06-01,3,912814
743,2013-05-01,2,912814
744,2013-04-01,1,912814
745,2013-03-01,1,912814
746,2013-02-01,1,912814
747,2013-01-01,1,912814
748,2013-11-01,0,912838
749,2013-10-01,1,912838
750,2013-09-01,0,912838
751,2013-08-01,0,912838
752,2013-07-01,0,912838
753,2013-06-01,0,912838
754,2013-05-01,0,912838
755,2013-04-01,0,912838
756,2013-03-01,0,912838
757,2013-02-01,0,912838
758,2013-01-01,0,912838
759,2013-11-01,0,918062
760,2013-10-01,0,918062
761,2013-09-01,0,918062
762,2013-08-01,0,918062
763,2013-07-01,0,918062
764,2013-06-01,0,918062
765,2013-05-01,0,918062
766,2013-04-01,0,918062
767,2013-03-01,0,918062
768,2013-02-01,0,918062
769,2013-01-01,0,918062
770,2013-11-01,8,918100
771,2013-10-01,7,918100
772,2013-09-01,6,918100
773,2013-08-01,5,918100
774,2013-07-01,4,918100
775,2013-06-01,3,918100
776,2013-05-01,2,918100
777,2013-04-01,1,918100
778,2013-03-01,1,918100
779,2013-02-01,0,918100
780,2013-01-01,0,918100
781,2013-11-01,0,922936
782,2013-10-01,0,922936
783,2013-09-01,0,922936
784,2013-08-01,0,922936
785,2013-07-01,0,922936
786,2013-06-01,0,922936
787,2013-05-01,0,922936
788,2013-04-01,0,922936
789,2013-03-01,0,922936
790,2013-02-01,0,922936
791,2013-01-01,0,922936
792,2013-11-01,0,925855
793,2013-10-01,0,925855
794,2013-09-01,0,925855
795,2013-08-01,0,925855
796,2013-07-01,0,925855
797,2013-06-01,0,925855
798,2013-05-01,0,925855
799,2013-04-01,0,925855
800,2013-03-01,0,925855
801,2013-02-01,0,925855
802,2013-01-01,0,925855
803,2013-11-01,0,932233
804,2013-10-01,0,932233
805,2013-09-01,0,932233
806,2013-08-01,0,932233
807,2013-07-01,0,932233
808,2013-06-01,0,932233
809,2013-05-01,0,932233
810,2013-04-01,0,932233
811,2013-03-01,0,932233
812,2013-02-01,0,932233
813,2013-01-01,0,932233
814,2013-11-01,0,932313
815,2013-10-01,0,932313
816,2013-09-01,0,932313
817,2013-08-01,0,932313
818,2013-07-01,0,932313
819,2013-06-01,0,932313
820,2013-05-01,0,932313
821,2013-04-01,0,932313
822,2013-03-01,0,932313
823,2013-02-01,0,932313
824,2013-01-01,0,932313
825,2013-11-01,0,932462
826,2013-10-01,0,932462
827,2013-09-01,0,932462
828,2013-08-01,0,932462
829,2013-07-01,0,932462
830,2013-06-01,0,932462
831,2013-05-01,0,932462
832,2013-04-01,0,932462
833,2013-03-01,0,932462
834,2013-02-01,0,932462
835,2013-01-01,0,932462
836,2013-11-01,0,938763
837,2013-10-01,0,938763
838,2013-09-01,0,938763
839,2013-08-01,0,938763
840,2013-07-01,0,938763
841,2013-06-01,0,938763
842,2013-05-01,0,938763
843,2013-04-01,0,938763
844,2013-03-01,0,938763
845,2013-02-01,0,938763
846,2013-01-01,0,938763
847,2013-11-01,0,938815
848,2013-10-01,0,938815
849,2013-09-01,0,938815
850,2013-08-01,0,938815
851,2013-07-01,0,938815
852,2013-06-01,0,938815
853,2013-05-01,0,938815
854,2013-04-01,0,938815
855,2013-03-01,0,938815
856,2013-02-01,0,938815
857,2013-01-01,0,938815
858,2013-11-01,0,950539
859,2013-10-01,0,950539
860,2013-09-01,0,950539
861,2013-08-01,0,950539
862,2013-07-01,0,950539
863,2013-06-01,0,950539
864,2013-05-01,0,950539
865,2013-04-01,0,950539
866,2013-03-01,0,950539
867,2013-02-01,0,950539
868,2013-01-01,0,950539
869,2013-11-01,1,953996
870,2013-10-01,1,953996
871,2013-09-01,1,953996
872,2013-08-01,1,953996
873,2013-07-01,1,953996
874,2013-06-01,1,953996
875,2013-05-01,1,953996
876,2013-04-01,1,953996
877,2013-03-01,1,953996
878,2013-02-01,1,953996
879,2013-01-01,1,953996
880,2013-11-01,12,957183
881,2013-10-01,11,957183
882,2013-09-01,10,957183
883,2013-08-01,9,957183
884,2013-07-01,8,957183
885,2013-06-01,7,957183
886,2013-05-01,6,957183
887,2013-04-01,6,957183
888,2013-03-01,5,957183
889,2013-02-01,4,957183
890,2013-01-01,3,957183
891,2013-11-01,9,959915
892,2013-10-01,9,959915
893,2013-09-01,9,959915
894,2013-08-01,9,959915
895,2013-07-01,9,959915
896,2013-06-01,9,959915
897,2013-05-01,9,959915
898,2013-04-01,8,959915
899,2013-03-01,7,959915
900,2013-02-01,6,959915
901,2013-01-01,5,959915
902,2013-11-01,0,967551
903,2013-10-01,0,967551
904,2013-09-01,0,967551
905,2013-08-01,0,967551
906,2013-07-01,0,967551
907,2013-06-01,0,967551
908,2013-05-01,0,967551
909,2013-04-01,0,967551
910,2013-03-01,0,967551
911,2013-02-01,0,967551
912,2013-01-01,0,967551
913,2013-11-01,0,969200
914,2013-10-01,0,969200
915,2013-09-01,0,969200
916,2013-08-01,0,969200
917,2013-07-01,0,969200
918,2013-06-01,0,969200
919,2013-05-01,0,969200
920,2013-04-01,0,969200
921,2013-03-01,0,969200
922,2013-02-01,0,969200
923,2013-01-01,0,969200
924,2013-11-01,0,979408
925,2013-10-01,0,979408
926,2013-09-01,0,979408
927,2013-08-01,0,979408
928,2013-07-01,0,979408
929,2013-06-01,0,979408
930,2013-05-01,0,979408
931,2013-04-01,0,979408
932,2013-03-01,0,979408
933,2013-02-01,1,979408
934,2013-01-01,1,979408
935,2013-11-01,0,988811
936,2013-10-01,0,988811
937,2013-09-01,0,988811
938,2013-08-01,0,988811
939,2013-07-01,0,988811
940,2013-06-01,0,988811
941,2013-05-01,0,988811
942,2013-04-01,0,988811
943,2013-03-01,0,988811
944,2013-02-01,0,988811
945,2013-01-01,0,988811
946,2013-11-01,0,997899
947,2013-10-01,0,997899
948,2013-09-01,0,997899
949,2013-08-01,0,997899
950,2013-07-01,0,997899
951,2013-06-01,0,997899
952,2013-05-01,0,997899
953,2013-04-01,0,997899
954,2013-03-01,0,997899
955,2013-02-01,0,997899
956,2013-01-01,0,997899
957,2013-11-01,0,998209
958,2013-10-01,0,998209
959,2013-09-01,0,998209
960,2013-08-01,0,998209
961,2013-07-01,0,998209
962,2013-06-01,0,998209
963,2013-05-01,0,998209
964,2013-04-01,0,998209
965,2013-03-01,0,998209
966,2013-02-01,0,998209
967,2013-01-01,0,998209
968,2013-11-01,0,1000236
969,2013-10-01,0,1000236
970,2013-09-01,0,1000236
971,2013-08-01,0,1000236
972,2013-07-01,0,1000236
973,2013-06-01,0,1000236
974,2013-05-01,0,1000236
975,2013-04-01,0,1000236
976,2013-03-01,0,1000236
977,2013-02-01,0,1000236
978,2013-01-01,0,1000236
979,2013-11-01,0,1001436
980,2013-10-01,0,1001436
981,2013-09-01,0,1001436
982,2013-08-01,0,1001436
983,2013-07-01,0,1001436
984,2013-06-01,0,1001436
985,2013-05-01,0,1001436
986,2013-04-01,0,1001436
987,2013-03-01,0,1001436
988,2013-02-01,0,1001436
